object_id,message,created_time,updated_time,from.name
1790811841175656_2768810633375767,"有孝有效喔，卡幸福啦~ 　　 演講題目 Filial Piety, Ethnic Community Engagement, and Psychological Wellbeing among Older Chinese-American Immigrants 主講人 Merril Silverstein 教授 (Syracuse University, Maxwell School, Department of Sociology) 主持人 伊慶春特聘研究員 (中研院社會所) 時間 2019年10月25日（週五）14:30~17:00 地點 中研院社會所802會議室（人文社科館8樓） 注意事項 本演講為本所「家庭與生命歷程」主題研究小組舉辦，採自由入座，毋需事先報名；惟座位有限，敬請見諒。 公告網址 https://www.ios.sinica.edu.tw/msgNo/col1290",2019-10-17T09:07:19+0000,2019-10-17T23:31:50+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2761283260795171,牙醫：社會學在念什麼？（邊拔智齒） 崩小編：．．．．．．（有口難言） 　　 親戚：你念社會學？厚，這個問我就好啦，我混社會的時候，你還在包尿布咧！ 崩小編：．．．（忍不住想說聲大哥好） 　　 為了減輕崩小編長年來的困擾（大誤） 讓更多人了解社會學在聊什麼， 也更了解中研院社會所在幹嘛， 我們在一年一度的中研院「院區開放日」 準備了精彩的科普演講，以及精心設計的活動， 歡迎呼朋引伴、帶家人一起參加～！ 　　 時間：2019.10.26　星期六 地點：中研院人文及社會科學館南棟8樓 活動時間表： 09:00-10:00 有獎徵答(I) 10:00-11:30 科普演講 「當數據科學遇上社會學—從複雜系統角度看動態社會網絡」主講人：李宣緯 12:30-13:30 有獎徵答 (II) 13:30-15:00 科普演講 「世界如何瞭解中國？你所不知道的『反送中』資訊戰」主講人：吳介民  💡從科普角度聽兩位老師聊社會學，吸收觀念更輕鬆，歡迎跨界參與、踴躍提問，激發不一樣的想法！ 　　 09:00 -16:00 人文社科館8樓電梯前 📸「魯蛇、肥宅、#igers，誰在你的人生貼滿標籤？」社會學的滋味特展 📱打卡牆 ⛳中研院院區開放活動蓋章處 　　 ＃趁連假快把家人的時間訂下來，10/26一起來玩~~~ #同溫層徵文：你曾被問過社會學在念什麼嗎？ #誠徵說書人：該怎麼跟國高中生解釋社會學在講什麼？,2019-10-09T14:03:05+0000,2019-10-17T23:32:29+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2741774256079405,以白色恐怖歷史為背景的電影最近剛上映，你怎麼理解那段過去，又是如何想像你的未來呢？ ***　　　 自從1990年代以來，台灣出現了風起雲湧的記憶熱潮，例如二二八與白色恐怖的創傷、日治懷舊、以及各式各樣的戰爭記憶等。這些多元、多視角的記憶，豐富了集體記憶的繁雜風貌，也影響了人們對歷史的理解、以及對未來的想像。 　　 與此同時，歷史正義與轉型正義也逐漸成為公共論述中的熱門詞彙，進入政治議程；如何記憶過去、詮釋過去、重新評價歷史事件與過往人物，成了激烈爭辯的議題。 　　 本所汪宏倫研究員，即將帶領大家從社會學的視角出發，檢視台灣自1990年代以來的集體記憶變遷，分析背後的結構因素及其主要問題，並探討記憶政治對和解共生可能帶來的影響。 　　 📖中研院社會所週五論壇 講　題： 我們能和解共生嗎？——反思台灣的記憶政治 主講人： 汪宏倫 研究員 (中央研究院社會學研究所) 時　間： 2019.09.27 14:30-16:30 地　點： 中研院社會所802會議室（人文社科館南棟8樓） 注意事項：毋需事先報名，惟座位有限，敬請見諒。,2019-09-18T09:17:54+0000,2019-09-18T09:54:58+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2735388590051305,「宗教：台灣社會變遷基本調查第33次研討會」 時間：2019年10月18日（週五） 地點：中研院社會所802會議室（人文社科館南棟8樓） 議程、線上報名>>https://www.ios.sinica.edu.tw/msgNo/20191018-1 　　 🎬場次一 人生的最後儀式該怎麼安排？宗教與文化傳統的影響 　　 🎬場次二 以藝文活動提升靈性 宗教、靈性與無信仰：台灣信者的宗教隸屬、經驗與實作 　　 🎬場次三 探索宗教性與復原力關連的性別差異 宗教真的能產生社會信任嗎？ 　　 🎬場次四 從地理因素分析民間廟宇進香活動參與度的差異 台灣民眾對宗教觀光的態度 　　 #帽子不是重點，報名才是！ 　　 　　 首圖改自Gustav Iden IG,2019-09-10T22:00:00+0000,2019-09-11T09:11:25+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2727203860869778,"Ｑ「下列這些國家或地區的人要成為您生活中的一員，請問您的感受如何？」 日本人/韓國人/中國大陸人/香港澳門人/東南亞人/歐洲人/北美人 當你同事/當你鄰居/因為結婚而成為你的近親 Ｑ「請問您認為在台灣工作的外國人數應該增加還是減少？」 大幅增加/增加一些/維持不變/減少一些/大幅減少 Ｑ「請問您覺得從國外移住台灣的人，他們應該什麼時候可以跟台灣公民享有一樣社會福利和服務的權利？」 抵達之後馬上享有 / 居住在台灣一年之後，不論他們是否有工作 / 只有當他們有工作且開始繳稅至少一年之後 / 當他們成為台灣公民有身分證之後 / 他們永遠都不應該有台灣公民一樣的權利 　　 你知道2008年與2018年各做一次調查，大多數人的答案呈現出什麼樣變化嗎？ 　　 台灣社會對於全球化與文化議題的認知與立場，究竟呈現出哪些長期、顯著趨勢？我們又能從趨勢中挖掘出什麼樣的洞察？歡迎報名9/26的研討會，一起來解鎖>> https://www.ios.sinica.edu.tw/ios/?msgNo=20190926-1 　　　　 時間：2019年9月26日(週四) 地點：中研院社會所802會議室（人文社科館南棟8樓） 報名方式：線上報名。 報名期限至2019年9月18日，額滿提前截止，不接受現場報名，敬請見諒。如報名踴躍本計畫將以相關科系之學者及研究生為優先入選。 　　 （看過議程之後，擔心自己會把data聽成蛋塔的朋友，莫急莫慌莫害怕，本次會議將以中文發表！但無論你當天聽得多麼開心，會議室裡都不能吃蛋塔。） 　　 台灣社會變遷基本調查計畫從1984年起推動以來，歷經34年的調查研究，已經累積共12萬9057人次的面訪資料，是全世界總樣本數最大的綜合社會調查之一。 每隔數年，本項計畫就會重覆進行同樣主題的調查研究，藉由收集含有兩個時間點以上的資料，從事歷時比較分析，以突顯社會變遷趨勢。 即將舉辦的「全球化與文化」研討會，便是延續十年前的主題「全球化與文化」，且另外納入東亞社會調查（East Asian Social Survey, EASS）的題組，這些題組特別關心受訪者對於東亞文化圈傳統行為、價值觀與在地的認同。 中研院社會所長年推動基礎、大型的研究，目的是保有對台灣社會現象的本土關懷，同時也擴展與國際學術界比較研究的機會。",2019-08-30T13:30:01+0000,2019-08-31T07:31:45+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2724866724436825,就在今晚！ 這場知識饗宴，應該是伊慶春老師退休前最後一次大型演講了！ 歡迎大家踴躍出席～～！！  今晚無法到現場的人，有影音可看哦：https://reurl.cc/DGEbE,2019-08-27T03:55:26+0000,2019-08-27T13:15:05+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2711255712464593,從親密關係到結婚生育、從走出校園到進入社會，在這段極為關鍵的成長階段，年輕世代究竟必須面對哪些社會機制，因而型塑了他們的生活輪廓？ 尤其是，從青少年初期至今的家庭與教育經驗，如何影響年輕成人的婚育決策與實際行為？  本場演講由本所伊慶春特聘研究員主講，她將聚焦在臺灣年輕成人的發展模式，試圖由家庭、教育和社區三方面的交互影響作一全面性的檢視，以提出影響臺灣青少年成長歷程的重要結構性、關係性與規範性因素。  ⏰科普演講預告 「邁入成年期：臺灣青少年轉大人的社會脈絡與成長歷程（1999-2019）」 時間：2019年8月27日（週二）晚上7:00-9:00 地點：中研院學術活動中心2樓第1會議室 主講人：伊慶春特聘研究員 主持人：黃進興副院長  歡迎報名參加>>網址：https://goo.gl/vbBJZq 現場聽演講並且填寫問卷者，會送精美小禮物哦～～ 或者，也可以在當天收看影音直播，趕快把時間保留下來！ 當日影音直播網址：https://reurl.cc/DGEbE  ✒️小檔案 「臺灣青少年成長歷程研究」（Taiwan Youth Project）是由中研院社會所推動的長期研究計畫，自2000年正式啟動後持續至今，旨在建構本土化的研究藍圖。 該計畫從調查對象的青少年早期（約14歲）開始，一路觀察他們的成長軌跡，直到成年初期（約32歲），調查範圍涵蓋教育、就業、婚姻與家庭狀況，是臺灣近20年來最有系統、規模最大的青少年成長追蹤研究。,2019-08-08T12:00:01+0000,2019-08-08T15:11:55+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2709794125944085,近年來，亞洲各工業先進國普遍面臨生育率低、高齡化、人口替代率不足的危機；另一方面，產業變遷快速也導致許多國家人力供需失調，為此，各國紛紛祭出新的移民政策，鼓勵國外專業與技術人員移入。  然而，為什麼各國出於相同的結構因素，卻訂出不同的移民政策？鎖定東亞地區進行跨國比較，又會發現什麼樣的事實？如何將遷移者、遷移產業與移民政策的互動，帶進政策討論的視野？  📣「東亞移民的新轉型國際工作坊」歡迎報名！ 時間：2019年9月3日(二)上午09:30-下午05:20 地點：中研院社會所802會議室（人文社科館南棟8樓）  #新經濟移民法,2019-08-06T07:45:00+0000,2019-08-07T07:47:37+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2706803639576467,同溫層快來～～～ 今天中午12:30-13:00，快和崩小編一起取暖！！！  #崩世代 #你的煩惱，社會學都ㄌ一ㄠˇ,2019-08-02T03:21:25+0000,2019-08-02T04:34:06+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2666994773557354,"演講主題：What they talk about when they talk about Chinese? A text analysis of 250,000+ newspaper articles in Canada and the USA 主講人：傅強（Assistant Professor, Department of Sociology, University of British Columbia, Canada） 主持人：傅仰止（中研院社會所特聘研究員） 時間：2019年6月25日（二）10:30-12:00 地點：中研院社會學研究所802會議室（人文社會科學館南棟8樓） 活動網址：https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1286 講者以中文演講。來賓自由入座，無需事先報名。  We track discussion topics related to the term “Chinese” based on over 250,000 newspaper articles published in Canada and the United States from 1977 to 2017.  Results suggest that discussion topics in these two countries show distinctive patterns and diverse trajectories. Moreover, these trajectories can be driven by specific socio-political events in China.",2019-06-11T13:00:00+0000,2019-06-11T13:08:17+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2663206333936198,想讓能力升級，趕緊手刀報名🏄‍♀🏄‍♂ 課程表、線上申請，請至活動網頁🔑 http://www2.ios.sinica.edu.tw/QMworkshop/ 報名期間: 自即日起到2019年6月21日(五)，額滿提前截止。,2019-06-06T13:00:01+0000,2019-06-06T13:30:35+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2663184813938350,浙江強拆十字架的試點、宗教事務條例的修訂、家庭教會的清零運動，是一次又一次的狂風暴雨。 值得思考和關注的問題是：風暴過後，將會是怎樣一番情形？有關中國的發展道路，左派、右派、儒家和基督教，各自提出了什麼方案？歷史的和國際的研究，能為我們提供什麼借鑑？  👉歡迎參加由中研院社會所「中國效應主題研究小組」主辦的演講，當天自由入座，毋須事先報名。  講題：當代中國的宗教抵抗與公民社會 主講人：楊鳳崗 教授 時間：2019年6月14日（五）14:30 - 16:30 地點：中研院社會學研究所802會議室（人文社科館南棟8樓）  活動網址: https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1285,2019-06-06T08:00:00+0000,2019-06-06T08:00:04+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2647607502162748,一貫道為目前全球發展最快的亞洲「新型宗教」或跨國宗教團體。  此局勢先是在亞洲國家格外明顯：從泰國到韓國，從新加坡到印尼，信徒人數逐漸增長。不僅如此，長時間在中國受到禁止的一貫道也於當地在地下擴張。  最後，一貫道的國際化也是一個超越亞洲地域的全球化運動：從法國到英國，從美國至澳洲，乃至阿根廷、南非等國家，到處皆能遇見新設立的一貫道佛堂。  儘管一貫道的全球化是具有影響力的重要宗教趨勢，此方面的研究仍較為稀缺，可以說是一個全新的研究領域。  本次研討會的目標是聚合目前進行一貫道全球化研究的學者，通過合作，分析和比較不同的田野個案，瞭解與解釋一貫道全球發展的重要因素。  👉「從台灣到世界：二十一世紀一貫道的全球化」國際學術研討會  時間：2019.6.10-11 地點：中研院人文社會科學研究中心第一會議室(一樓) 線上報名>>https://bit.ly/2VrPFNS 議程下載 https://www.ios.sinica.edu.tw/ios/?msgNo=20190610-1,2019-05-16T05:00:01+0000,2019-05-16T05:00:04+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2646900788900086,"本演講將利用縱橫斷面分析，勾畫全球美元供應週期怎樣影響1973-2018年170個發展中國家的增長率，幫助我們理解1970年代「發展的黃金時代」、1980年代的國際債務危機、1994年的墨西哥比索危機、1997-98年的亞洲金融危機、與中國經濟奇蹟的始與終。  講題：USD Supply as Context of World Development, 1973-2018 （美元供應作為發展中國家增長週期的背景因素， 1973-2018） 主講人：Ho-fung Hung（孔誥烽）（約翰霍普金斯大學社會學系教授） 時間：2019年5月29日（週三）15:00~17:00 地點：中研院社會所802會議室（中研院人文社會科學館南棟8樓）  備註：英文演講，中文問答。  簡介請看>> https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1281",2019-05-15T07:00:00+0000,2019-05-24T10:18:23+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2645695565687275,火炬系列--張茂桂老師退休演講 【講題】社會學的「晴天、雨天」：一個社會學者的回顧 【演講人】張茂桂 中研院社會所兼任研究員 【主持人】謝國雄 中研院社會所研究員兼所長 【時間】2019年05月24日（星期五）14:30 -16:30 【地點】中研院社會學研究所802會議室（中央研究院人文社會科學館南棟8樓）  演講簡介請看>>https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1283,2019-05-13T13:00:01+0000,2020-03-10T02:46:59+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2641380619452103,究竟是機器人偷走人類的工作，還是人類為了讓機器人工作，實際上付出更多看得見與看不見的勞動?來聽聽長期研究工作、數位平台與AI跨領域議題的學者怎麼說🤔 講題：The Platformization of Labor and Society: Why Humans Are Actually Taking Robots' Jobs 主講人：Antonio A. Casilli 副教授 (Telecommunication School of the Paris Polytechnic Institute) 主持人：傅仰止特聘研究員 時間：2019年5月13日（週一）10:30~12:00 地 點：中研院社會所802會議室（中研院人文社會科學館南棟8樓） 演講簡介：https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1279  本次演講機會難得，歡迎參加、協助轉發! 演講當天採自由入座，毋須事先報名。  #機器人 #AI #平台 #勞動,2019-05-07T07:00:00+0000,2019-05-09T04:27:18+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2640732089516956,及時、精確的民意調查數據，深入剖析臺灣社會、香港社會的發展現況，「2019社會意向暨臺港社會發展研討會」帶您一探臺港民意趨向👀 時間：2019年5月30至5月31日（四~五） 地點：中央研究院社會學研究所802會議室（人文社會科學館南棟8樓） 👉議程下載、線上報名請見>>https://www.ios.sinica.edu.tw/ios/?msgNo=20190530-1  👉報名日期：即日起至2019年5月15日中午12:00，額滿提前截止。開放名額：30位。  🎯議題搶先看 《香港社會的信任分化：2003–2018》 《重訪台灣與香港社會意索 (social ethos) 的比較: 1996-2018》 《解析韓流: 2018 年 6 月與 12 月兩期社會意向調查政黨偏好的傾向配對分析》 《台灣民眾對東南亞國家的社會距離》 《釣魚台列嶼主權爭議: 初探民意的世代差異》 《生態風險、地理區位鑲嵌與能源態度》 《婚前同居與婚姻滿意的分析》 《華人社會對離婚的態度》 #臺灣 #香港 #民調 #民意 #數據分析 #社會意向調查 #韓流 #政黨偏好 #社會意索 #東南亞 #釣魚台 #主權 #生態 #區位 #能源 #婚姻 #離婚 #升學 #就業 #香港本土派 #後殖民地社會,2019-05-06T07:00:00+0000,2019-05-06T12:54:49+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2637307923192706,🤔西方國家為何開始警戒「中國威脅」？ 🤔中國是否會落入發展陷阱？ 🤔通過台商之眼，發掘當代中國趕超發展的企圖心、焦慮與挫折...  👉《尋租中國：台商、廣東模式與全球資本主義》新書討論會，領你一探究竟 主講人：吳介民（中研院社會所副研究員） 評論人：謝國雄（中研院社會所所長）、黃崇憲（東海大學社會學系副教授）、謝斐宇（中研院社會所副研究員） 主持人：曾凡慈（中研院社會所助研究員） 時間：108年5月17日（五）14：30～16：30 地點：中研院社會所802會議室（人文社科館南棟8樓） 活動網址：https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1277  #台商 #中國 #資本主義,2019-05-01T07:00:01+0000,2019-05-02T04:19:45+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2631313573792141,在自由民主的國度，人民有權自由辦學及選擇學校，私立學校可以提供不一樣的教育服務，以滿足不同社群的需求。 那麼，在國家力量凌駕社會、人民自由權利受壓抑的社會，私立學校又會呈現什麼面貌？它為誰的利益服務？威權體系下的教育私營化與民主社會的究竟有什麼差異？ 📣演講主題：威權體系下的教育私營化： 戰後台灣私立初中的歷史個案 📣主講人：黃庭康 副研究員 (中央研究院社會學研究所) 📣時間：2019.05.03（週五）14:30-16:30 📣地點：中研院社會學研究所802會議室（人文社科館南棟8樓） 詳細介紹請見https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1275 週五論壇採自由入座，無須事先報名。 #教育 #私中 #私校  #教育私營化 #歷史 #威權,2019-04-22T07:10:57+0000,2019-05-02T04:18:36+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2623130731277092,"【學術演講】 東南亞及南亞國家在過去半世紀以來，經歷了不均衡的發展，巨大的經濟、文化異質性，究竟會對家庭型態造成哪些影響?  新加坡國立大學社會系楊李唯君教授將從結構與意識型態轉變的角度切入，來解釋這些地方的生育、結婚、離婚、生活起居安排等趨勢。 時間：108.04.18（四）14:30 - 16:30 講題：Families in Southeast and South Asia 主講人：Professor Wei-Jun Jean Yeung (Department of Sociology, National University of Singapore) 地點：中研院社會學研究所802會議室 演講簡介>>https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1271",2019-04-10T07:00:00+0000,2019-04-10T07:00:06+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2618592878397544,關於現代性的研究，歐洲經驗已不再是金科玉律，那麼，我們該如何重新定位台灣的現代性經驗，並與西方的發展進行交互比較? 由本所副研究員湯志傑、齊偉先、謝斐宇等人撰寫的新書「交互比較視野下的現代性：從台灣出發的反省」，即將舉辦新書座談會，歡迎大家一起來聆聽作者們如何描繪一幅迥異於既有主流的現代性圖像，敢於夢想「台灣學派」的可能 簡介請見 https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1273 時間：2019.04.26（五）14:30 地點：社會學研究所802會議室（中研院人文館南棟8樓）,2019-04-03T09:56:22+0000,2019-04-24T02:21:25+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2608333452756820,臺灣近年來最有系統、規模最大的青少年成長歷程調查，即將公開研究成果! 1.從調查對象的青少年早期（約14歲）一路追蹤觀察至成年初期（約32歲），觀察範圍包括教育、就業、婚姻與家庭狀況! 2.除了臺灣在地研究成果之外，還邀請東京、北京、香港等東亞地區青少年研究重量級學者參與! 3.會議以英文發表為主，部分場次亦有中文，與會者可用中文提問。  「2019臺灣青少年成長歷程研究第七次學術研討會」線上報名時間延長至4/8>>https://www.ios.sinica.edu.tw/ios/?msgNo=20190412-1,2019-03-18T15:00:01+0000,2019-03-27T08:58:04+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2608329166090582,講題：Strategic Ties: Modeling the Formation and Effects of Long-term Exchange Relations 主講人：Professor Werner Raub 時間：108年04月09日（二）10時30分 - 12時00分 地點：本院社會學研究所802會議室（中央研究院人文館南棟8樓） 簡介請看>>https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1269  #社會網絡研究 #賽局理論,2019-03-18T13:00:01+0000,2019-03-18T13:05:07+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2601921633398002,"中研院社會所第四屆博士後論壇 時間：2019年3月26日（二） 地點：中研院人文社科館南棟8樓802會議室 現在就去線上報名! 額滿提前截止>>https://www.ios.sinica.edu.tw/ios/?msgNo=20190326-1  林傳凱👉國家建構、國共競爭、與原住民族鬥爭軌跡──重探共黨「山地工作委員會」與原住民族菁英關係的謎題（1945-1954） 張貴閔👉Property Rights and Wrongs: Regulating Temple Assets in Contemporary China and Taiwan 張毓芬👉Civilization Envy in Historical East Asia: Revisiting a Vietnam-Korea Envoy Exchange in Beijing in the Late Sixteenth Century and Its Reinventions, Past and Present  楊天盾👉成人初期的戀愛關係、社會網絡與心理健康 王啓仲👉次文化秀異：明星高中社團活動與青少年文化 陳懷萱、蔡友月👉酒上了癮？烏來泰雅族飲酒敘事與國家健康政策的差異政治 楊智元👉缺電的社會科技想像與規劃合理性 丁允中👉核能發展體制的光與影：全球核能發展的不平等交換",2019-03-09T01:00:01+0000,2019-03-13T00:16:40+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2601891936734305,【週五論壇】金融政治與所得不平等 講者：林宗弘 時間：108年03月22日（五）14:30-16:30 地點：中研院人文館南棟8樓802會議室 統計分析顯示，民主國家的金融化，比威權國家更能緩和所得不平等惡化；反過來說，威權體制下的國有企業擴張（例如中國的國進民退），還是會讓貧富差距擴大。在民主體制下，金融政策透明化，有助於避免更糟的所得分配結果。 我們也比較了全球威權與民主國家的金融機構，特別是中國與美國金融產業結構的差異 >>簡介搶先看 https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1267 #金融政策 #所得分配 #貧富差距 #金融產業 #國進民退,2019-03-08T13:00:01+0000,2019-03-21T07:34:42+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2601629240093908,本所林宗弘副研究員分析發現，受颱風、洪水災害影響較大的農民、偏鄉居民、高齡者，很少透過網路獲得風險資訊或防災協助，而是依賴傳統媒體如電視、或消防組織動員的人員，來取得天災風險資訊。這意味消防單位或相關民間團體，不能僅依賴網路科技。災難管理政策應留意數位貧窮造成的風險資訊落差。  〈數位貧窮與天災風險資訊來源：來自臺灣傳播調查的證據〉已發表於2019年1月的《新聞學研究》期刊上。手刀下載全文回去看➡ http://mcr.nccu.edu.tw/word/44481212019.pdf  #防災 #數位貧窮,2019-03-08T02:50:33+0000,2019-03-08T12:33:58+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2600437513546414,【演講公告】 講題：The Challenge of Politisation in the Middle-East : Nation Building and Islamicism 主講人：Paul Ballanfat 教授 (土耳其伊斯坦堡Galatasaray University文理學院哲學系) 時間：108年03月14日（星期四）14:30-16:30 地點：本院社會學研究所901會議室（中央研究院人文館南棟9樓）  簡介請看>> https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1265  #文化研究 #世界社會的歷史進程：多元現代性的形塑 #中東 #伊斯蘭,2019-03-06T07:00:07+0000,2019-03-06T07:00:09+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2594948357428663,【週五論壇】 講題：加入第三邊之後，有差嗎？ 以海峽兩岸關係來測試一個社會網絡理論 時間：108年03月08日（五）14:30 - 16:30 地點：本所802會議室（中研院人文館南棟8樓） 主講人：江彥生 副研究員 「我們所做的實驗，不但有效地測試一個傳統社會網絡理論，也讓我們一窺當下兩岸年輕人對彼此之間的看法、以及其可能產生變化的機制為何。」簡介搶先看>>https://www.ios.sinica.edu.tw/ios/?pid=110&cid=1263  #社會網絡  #結構平衡理論  #兩岸關係 #台灣大學  #北京大學,2019-02-26T03:00:01+0000,2019-02-26T17:26:18+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2589445591312273,"放眼東亞，其他國家社會學界的碩士生、博士生與博士培育課程究竟關心哪些議題呢? 歡迎參加2/19~20第5屆東亞年輕社會學者會議，欣賞他們精彩的問題意識，藉此激發你的想像力，豐富你的研究視野！  ✨精彩摘要： 1.重量級嘉賓專題演講 “Reflecting My Early Career as a Taiwanese Young Sociologist” 蕭新煌老師即將分享自己的心路歷程，提供年輕的社會學家們最實用的職涯建議。  2.與會學者發表主題節錄 👉完整議程請由此下載 https://bit.ly/2BHe8YA  📣Yoshimichi Sato (Tohoku University) Do Robots Equipped with AI Become Family Members?  📣Yue Yang (Tokyo University) From Phoenix to Dragon: Tsai Ing-wen’s Branded Femininity on Instagram  📣Su-hyeon Lee (Yonsei University) “I Want to Be Alone,” Young People Choose Relation: A Study on the Korean Young People's Experience and Awareness of Selective Relation and Atheistic Individualism""  📣Shahid Karim (HK Edu University) Acculturative Experiences of Ethnic Minority Young People in Hong Kong: A Phenomenographic Study  📣Kangjian Weng (Hokkaido University) The Complementary Function of Ancestral Worship and Popular Religion in Chinese Lineage Organization",2019-02-18T06:28:55+0000,2019-02-18T10:21:08+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2587259608197538,The 5th East Asian Conference for Young Sociologists  (https://www.ios.sinica.edu.tw/ios/?msgNo=20190219-1)  會議時間： 2019年2月19-20日（二-三） 會議地點： 中央研究院社會學研究所802及820會議室（人文社會科學館南棟8樓） 主辦單位： 中央研究院社會學研究所 國立台灣大學社會學系 日本東京大學 日本東北大學 日本北海道大學 韓國延世大學 香港教育大學 報名方式：線上報名。現場報名者不提供會議手冊及餐點，敬請見諒。 報名名額：45位。 報名日期：即日起至2019年2月14日下午17:00，額滿提前截止。 注意事項：1. 經費有限，會議手冊與餐點僅提供給線上報名成功者。 2. 會議全程以英文進行。 聯 絡 人：馬安奇小姐 Tel：(02)2652-5172 Fax：(02)2652-5070 E-mail：annchi@gate.sinica.edu.tw 交通指引 （若開車前來，車輛請停放於人文及社會科學館地下二樓停車場）,2019-02-15T01:27:51+0000,2019-02-18T05:59:48+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2561866817403484,2019 第四屆中央研究院社會學「春之鬧」：  大數據時代下的社會學  尚有名額，延長報名日期至108年01月15日  (https://www.ios.sinica.edu.tw/ioscamp/5.html),2019-01-09T02:24:18+0000,2019-01-09T03:12:05+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
1790811841175656_2553550904901742,2019第四屆中央研究院社會學「春之鬧」：大數據時代下的社會學  鬧，鬥市也，取自河洛話「鬥鬧熱」，多涉廟會市集。「春之鬧」，簡稱「春鬧」，春日之鬧市盛會也。中央研究院社會學研究所位於南港四分溪畔，致力本土社會研究之餘，也十分關注學術知識的世代傳承。在此舉辦社會學研習營並以「春鬧」名之，具有多重意涵。首先，這是一場知識的盛會饗宴，歡迎全國有志於社會學的師生同來「鬥鬧熱」。其次，鬧有旺盛繁茂之意，社會所為莘莘學子舉辦「春鬧」，代表台灣社會學如四分溪之春，生趣盎然、傳承不息。再者，鬧表眾聲喧騰，大鳴大放。溪畔研習，猶如春風拂面、醍醐灌頂，百花競放，群學爭鳴，不亦熱鬧乎？  (https://www.ios.sinica.edu.tw/ioscamp/),2018-12-28T07:24:42+0000,2018-12-28T07:24:42+0000,"中央研究院社會學研究所Institute of Sociology,Academia Sinica"
